email_id,subject,body,sender,sender_domain,num_urls,num_exclaim,has_html,label,full_text,clean_text,text_length,free_domain
EM00215,Your system maintenance order confirmation,"Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",priya@zoom.us,zoom.us,0,0,1,0,"Your system maintenance order confirmation Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",system maintenance order confirmation dear employee department performing scheduled account verification week part routine security action required time hr team,217,0
EM00216,You have a new message from Amazon,"Hello, we noticed a problem with your last order. Your account will be suspended within 24 hours. Confirm your identity now: http://linkedin-secure-login.net/4xyf9i Sincerely, Amazon Customer Service",support@linkedin-secure-login.net,linkedin-secure-login.net,2,0,1,1,"You have a new message from Amazon Hello, we noticed a problem with your last order. Your account will be suspended within 24 hours. Confirm your identity now: http://linkedin-secure-login.net/4xyf9i Sincerely, Amazon Customer Service",new message amazon hello noticed problem last order account suspended within hours confirm identity sincerely amazon customer service,234,0
EM00217,Reminder: the annual conference tomorrow,"Hi all, here is this week's newsletter covering the annual conference and other updates from around the company. Feel free to reply with feedback. Cheers, Jordan",jordan@dropbox.com,dropbox.com,0,0,1,0,"Reminder: the annual conference tomorrow Hi all, here is this week's newsletter covering the annual conference and other updates from around the company. Feel free to reply with feedback. Cheers, Jordan",reminder annual conference tomorrow hi all here week newsletter covering annual conference other updates around company feel free reply feedback cheers jordan,202,0
EM00218,URGENT: Action required on your Google Workspace account,"Hello, we noticed a problem with your last order. This is your final notice before deactivation. Review the suspicious activity report: http://linkedin-secure-login.net/tmfek2o Sincerely, Google Workspace Customer Service",support@linkedin-secure-login.net,linkedin-secure-login.net,1,0,0,1,"URGENT: Action required on your Google Workspace account Hello, we noticed a problem with your last order. This is your final notice before deactivation. Review the suspicious activity report: http://linkedin-secure-login.net/tmfek2o Sincerely, Google Workspace Customer Service",urgent action required google workspace account hello noticed problem last order final notice before deactivation review suspicious activity report sincerely google workspace customer service,278,0
EM00219,Re: Unusual activity detected - Instagram,Congratulations! You have been selected to receive a reward from Instagram. Review the suspicious activity report: http://wellsfargo-alert-team.co/javb3k3qmvif Offer valid for 24 hours only. Do not share this email.,support@wellsfargo-alert-team.co,wellsfargo-alert-team.co,2,1,0,1,Re: Unusual activity detected - Instagram Congratulations! You have been selected to receive a reward from Instagram. Review the suspicious activity report: http://wellsfargo-alert-team.co/javb3k3qmvif Offer valid for 24 hours only. Do not share this email.,re unusual activity detected instagram congratulations selected receive reward instagram review suspicious activity report offer valid hours only share email,257,0
EM00220,Re: Unusual activity detected - Google Workspace,"Dear user, as part of a routine security review your Google Workspace account access has been temporarily limited. Please confirm your details here to restore full access: http://appleid-support-team.com/ewxqpf0qpsvy7 We appreciate your prompt attention to this matter.",noreply@appleid-support-team.com,appleid-support-team.com,1,0,1,1,"Re: Unusual activity detected - Google Workspace Dear user, as part of a routine security review your Google Workspace account access has been temporarily limited. Please confirm your details here to restore full access: http://appleid-support-team.com/ewxqpf0qpsvy7 We appreciate your prompt attention to this matter.",re unusual activity detected google workspace dear user part routine security review google workspace account access temporarily limited please confirm details here restore full access appreciate prompt attention matter,318,0
EM00221,Your HDFC Bank account has been limited,"Hello, we noticed a problem with your last order. This is your final notice before deactivation. Claim your reward before it expires: http://bankofamerica-alert.co/5jrnj622592 Sincerely, HDFC Bank Customer Service",support@bankofamerica-alert.co,bankofamerica-alert.co,2,0,1,1,"Your HDFC Bank account has been limited Hello, we noticed a problem with your last order. This is your final notice before deactivation. Claim your reward before it expires: http://bankofamerica-alert.co/5jrnj622592 Sincerely, HDFC Bank Customer Service",hdfc bank account limited hello noticed problem last order final notice before deactivation claim reward before expires sincerely hdfc bank customer service,253,0
EM00222,Your the annual conference order confirmation,"Hello, please find attached the invoice #6752 for the annual conference. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Fatima",fatima@university.edu,university.edu,0,0,1,0,"Your the annual conference order confirmation Hello, please find attached the invoice #6752 for the annual conference. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Fatima",annual conference order confirmation hello please find attached invoice annual conference payment due within days per standard terms let know any questions best fatima,224,0
EM00223,Team meeting notes - the annual conference,"Hi, just a friendly reminder that the annual conference is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Wei",wei@zoom.us,zoom.us,0,0,0,0,"Team meeting notes - the annual conference Hi, just a friendly reminder that the annual conference is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Wei",team meeting notes annual conference hi friendly reminder annual conference scheduled tomorrow am please come prepared updates see there wei,192,0
EM00224,Re: Unusual activity detected - HDFC Bank,"Dear user, as part of a routine security review your HDFC Bank account access has been temporarily limited. Please confirm your details here to restore full access: http://update-billing-info.org/32utvg9ku We appreciate your prompt attention to this matter.",security@update-billing-info.org,update-billing-info.org,1,0,1,1,"Re: Unusual activity detected - HDFC Bank Dear user, as part of a routine security review your HDFC Bank account access has been temporarily limited. Please confirm your details here to restore full access: http://update-billing-info.org/32utvg9ku We appreciate your prompt attention to this matter.",re unusual activity detected hdfc bank dear user part routine security review hdfc bank account access temporarily limited please confirm details here restore full access appreciate prompt attention matter,299,0
EM00225,Team meeting notes - onsite training,"Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",wei@outlook.com,outlook.com,0,0,1,0,"Team meeting notes - onsite training Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",team meeting notes onsite training dear employee department performing scheduled account verification week part routine security action required time hr team,211,1
EM00226,Invoice #2824 for Q3 roadmap,"Hi, this is urgent - please review and approve the Q3 roadmap document today, our deadline moved up. You can find it in the shared drive. Thanks for the quick turnaround, Neha",neha@yourbank.com,yourbank.com,0,0,1,0,"Invoice #2824 for Q3 roadmap Hi, this is urgent - please review and approve the Q3 roadmap document today, our deadline moved up. You can find it in the shared drive. Thanks for the quick turnaround, Neha",invoice roadmap hi urgent please review approve roadmap document today deadline moved up find shared drive thanks quick turnaround neha,204,0
EM00227,Reminder: the office move tomorrow,"Hello, please find attached the invoice #4610 for the office move. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Sam",sam@outlook.com,outlook.com,0,0,0,0,"Reminder: the office move tomorrow Hello, please find attached the invoice #4610 for the office move. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Sam",reminder office move tomorrow hello please find attached invoice office move payment due within days per standard terms let know any questions best sam,204,1
EM00228,Your Steam account has been limited,"Hello, our records show your Steam account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://bankofamerica-alert.co/qyzqii4 Thank you, Steam Accounts Team",service@bankofamerica-alert.co,bankofamerica-alert.co,2,0,0,1,"Your Steam account has been limited Hello, our records show your Steam account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://bankofamerica-alert.co/qyzqii4 Thank you, Steam Accounts Team",steam account limited hello records show steam account requires re verification following recent policy update please complete step convenience keep account good standing thank steam accounts team,291,0
EM00229,DHL Express Security Alert,"ALERT! This is your final notice before deactivation. To avoid disruption, please confirm your identity now by clicking the secure link below: http://appleid-support-team.com/dtcxnmj5ian8nd This link will expire soon. DHL Express Support",alert@appleid-support-team.com,appleid-support-team.com,3,1,1,1,"DHL Express Security Alert ALERT! This is your final notice before deactivation. To avoid disruption, please confirm your identity now by clicking the secure link below: http://appleid-support-team.com/dtcxnmj5ian8nd This link will expire soon. DHL Express Support",dhl express security alert alert final notice before deactivation avoid disruption please confirm identity clicking secure link below link expire soon dhl express support,264,0
EM00230,URGENT: Action required on your LinkedIn account,"Hello, our records show your LinkedIn account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://bankofamerica-alert.co/vg3kk0vm59m6mg Thank you, LinkedIn Accounts Team",support@bankofamerica-alert.co,bankofamerica-alert.co,1,0,0,1,"URGENT: Action required on your LinkedIn account Hello, our records show your LinkedIn account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://bankofamerica-alert.co/vg3kk0vm59m6mg Thank you, LinkedIn Accounts Team",urgent action required linkedin account hello records show linkedin account requires re verification following recent policy update please complete step convenience keep account good standing thank linkedin accounts team,317,0
EM00231,Project update - Q3 roadmap,"Hi all, here is this week's newsletter covering Q3 roadmap and other updates from around the company. Feel free to reply with feedback. Cheers, Jordan",jordan@atlassian.net,atlassian.net,0,0,0,0,"Project update - Q3 roadmap Hi all, here is this week's newsletter covering Q3 roadmap and other updates from around the company. Feel free to reply with feedback. Cheers, Jordan",project update roadmap hi all here week newsletter covering roadmap other updates around company feel free reply feedback cheers jordan,178,0
EM00232,Your Google Workspace account has been limited,"Dear user, as part of a routine security review your Google Workspace account access has been temporarily limited. Please confirm your details here to restore full access: http://hdfc-netbanking-secure.in/vfox5wwpm3x15d We appreciate your prompt attention to this matter.",noreply@hdfc-netbanking-secure.in,hdfc-netbanking-secure.in,3,0,0,1,"Your Google Workspace account has been limited Dear user, as part of a routine security review your Google Workspace account access has been temporarily limited. Please confirm your details here to restore full access: http://hdfc-netbanking-secure.in/vfox5wwpm3x15d We appreciate your prompt attention to this matter.",google workspace account limited dear user part routine security review google workspace account access temporarily limited please confirm details here restore full access appreciate prompt attention matter,318,0
EM00233,Your Bank of America account has been limited,"Dear user, as part of a routine security review your Bank of America account access has been temporarily limited. Please confirm your details here to restore full access: http://paypa1-alerts.net/f4hetvj0p We appreciate your prompt attention to this matter.",service@paypa1-alerts.net,paypa1-alerts.net,2,0,0,1,"Your Bank of America account has been limited Dear user, as part of a routine security review your Bank of America account access has been temporarily limited. Please confirm your details here to restore full access: http://paypa1-alerts.net/f4hetvj0p We appreciate your prompt attention to this matter.",bank america account limited dear user part routine security review bank america account access temporarily limited please confirm details here restore full access appreciate prompt attention matter,303,0
EM00234,Your system maintenance order confirmation,"Hi all, here is this week's newsletter covering system maintenance and other updates from around the company. Feel free to reply with feedback. Cheers, Daniel",daniel@zoom.us,zoom.us,0,0,1,0,"Your system maintenance order confirmation Hi all, here is this week's newsletter covering system maintenance and other updates from around the company. Feel free to reply with feedback. Cheers, Daniel",system maintenance order confirmation hi all here week newsletter covering system maintenance other updates around company feel free reply feedback cheers daniel,201,0
EM00235,Schedule change for expense report,"Hi all, here is this week's newsletter covering expense report and other updates from around the company. Feel free to reply with feedback. Cheers, Daniel",daniel@slack.com,slack.com,0,0,0,0,"Schedule change for expense report Hi all, here is this week's newsletter covering expense report and other updates from around the company. Feel free to reply with feedback. Cheers, Daniel",schedule change expense report hi all here week newsletter covering expense report other updates around company feel free reply feedback cheers daniel,189,0
EM00236,Invoice #1721 for Q3 roadmap,"Dear colleague, thank you for your email regarding Q3 roadmap. I have reviewed the details and will follow up with next steps by end of week. Regards, Fatima",fatima@outlook.com,outlook.com,0,0,1,0,"Invoice #1721 for Q3 roadmap Dear colleague, thank you for your email regarding Q3 roadmap. I have reviewed the details and will follow up with next steps by end of week. Regards, Fatima",invoice roadmap dear colleague thank email regarding roadmap reviewed details follow up next steps end week regards fatima,186,1
EM00237,Verify your Apple ID account now,"Dear Customer, Security alert: someone tried to log in from a new device. Track your package here: http://bankofamerica-alert.co/7txcb48y Failure to respond within 24 hours will result in permanent suspension of your Apple ID account. Regards, Apple ID Security Team",support@bankofamerica-alert.co,bankofamerica-alert.co,3,0,0,1,"Verify your Apple ID account now Dear Customer, Security alert: someone tried to log in from a new device. Track your package here: http://bankofamerica-alert.co/7txcb48y Failure to respond within 24 hours will result in permanent suspension of your Apple ID account. Regards, Apple ID Security Team",verify apple id account dear customer security alert someone tried log new device track package here failure respond within hours result permanent suspension apple id account regards apple id security team,299,0
EM00238,Your Apple ID account has been limited,"Dear User, our records show your payment method has failed. Unauthorized access attempt blocked - verify your identity. Track your package here: http://chase-verify-now.com/ruw2xh6qihpnf You must act now to avoid additional fees.",alert@chase-verify-now.com,chase-verify-now.com,1,0,0,1,"Your Apple ID account has been limited Dear User, our records show your payment method has failed. Unauthorized access attempt blocked - verify your identity. Track your package here: http://chase-verify-now.com/ruw2xh6qihpnf You must act now to avoid additional fees.",apple id account limited dear user records show payment method failed unauthorized access attempt blocked verify identity track package here must act avoid additional fees,268,0
EM00239,URGENT: Action required on your HDFC Bank account,"Hello, we noticed a problem with your last order. Immediate action required to avoid permanent closure. Reset your password immediately: http://paypa1-alerts.net/47quusfn07 Sincerely, HDFC Bank Customer Service",service@paypa1-alerts.net,paypa1-alerts.net,3,0,1,1,"URGENT: Action required on your HDFC Bank account Hello, we noticed a problem with your last order. Immediate action required to avoid permanent closure. Reset your password immediately: http://paypa1-alerts.net/47quusfn07 Sincerely, HDFC Bank Customer Service",urgent action required hdfc bank account hello noticed problem last order immediate action required avoid permanent closure reset password immediately sincerely hdfc bank customer service,260,0
EM00240,Weekly newsletter: the design review,"Hello, please find attached the invoice #3289 for the design review. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Fatima",fatima@yourbank.com,yourbank.com,0,0,0,0,"Weekly newsletter: the design review Hello, please find attached the invoice #3289 for the design review. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Fatima",weekly newsletter design review hello please find attached invoice design review payment due within days per standard terms let know any questions best fatima,211,0
EM00241,URGENT: Action required on your DHL Express account,"Dear User, our records show your payment method has failed. Unauthorized access attempt blocked - verify your identity. Review the suspicious activity report: http://netfIix-account.com/cpkavm96n7kb You must act now to avoid additional fees.",service@netfIix-account.com,netfIix-account.com,1,0,0,1,"URGENT: Action required on your DHL Express account Dear User, our records show your payment method has failed. Unauthorized access attempt blocked - verify your identity. Review the suspicious activity report: http://netfIix-account.com/cpkavm96n7kb You must act now to avoid additional fees.",urgent action required dhl express account dear user records show payment method failed unauthorized access attempt blocked verify identity review suspicious activity report must act avoid additional fees,293,0
EM00242,Your the annual conference order confirmation,"Hi, just a friendly reminder that the annual conference is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Sam",sam@outlook.com,outlook.com,0,0,1,0,"Your the annual conference order confirmation Hi, just a friendly reminder that the annual conference is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Sam",annual conference order confirmation hi friendly reminder annual conference scheduled tomorrow am please come prepared updates see there sam,195,1
EM00243,You have a new message from Wells Fargo,"ALERT! Your subscription has expired - renew immediately. To avoid disruption, please review the suspicious activity report by clicking the secure link below: http://microsoft-office365-verify.com/54d8wz This link will expire soon. Wells Fargo Support",noreply@microsoft-office365-verify.com,microsoft-office365-verify.com,1,1,1,1,"You have a new message from Wells Fargo ALERT! Your subscription has expired - renew immediately. To avoid disruption, please review the suspicious activity report by clicking the secure link below: http://microsoft-office365-verify.com/54d8wz This link will expire soon. Wells Fargo Support",new message wells fargo alert subscription expired renew immediately avoid disruption please review suspicious activity report clicking secure link below link expire soon wells fargo support,291,0
EM00244,Verify your Instagram account now,This is an automated message from Instagram. Your payment could not be processed - update details now. Please review the suspicious activity report using the link provided: http://linkedin-secure-login.net/wwyzx4w6x to prevent loss of access to your account and data.,security@linkedin-secure-login.net,linkedin-secure-login.net,3,0,1,0,Verify your Instagram account now This is an automated message from Instagram. Your payment could not be processed - update details now. Please review the suspicious activity report using the link provided: http://linkedin-secure-login.net/wwyzx4w6x to prevent loss of access to your account and data.,verify instagram account automated message instagram payment could processed update details please review suspicious activity report using link provided prevent loss access account data,301,0
EM00245,Re: the office move feedback,"Hello, please find attached the invoice #1864 for the office move. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Alex",alex@company.com,company.com,0,0,0,0,"Re: the office move feedback Hello, please find attached the invoice #1864 for the office move. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Alex",re office move feedback hello please find attached invoice office move payment due within days per standard terms let know any questions best alex,199,0
EM00246,You have a new message from Bank of America,This is an automated message from Bank of America. Your account will be suspended within 24 hours. Please track your package here using the link provided: http://wellsfargo-alert-team.co/9uqezfmhk40 to prevent loss of access to your account and data.,account-team@wellsfargo-alert-team.co,wellsfargo-alert-team.co,3,0,0,1,You have a new message from Bank of America This is an automated message from Bank of America. Your account will be suspended within 24 hours. Please track your package here using the link provided: http://wellsfargo-alert-team.co/9uqezfmhk40 to prevent loss of access to your account and data.,new message bank america automated message bank america account suspended within hours please track package here using link provided prevent loss access account data,294,0
EM00247,Project update - the hiring panel,"Hi all, here is this week's newsletter covering the hiring panel and other updates from around the company. Feel free to reply with feedback. Cheers, Maria",maria@company.com,company.com,0,0,0,0,"Project update - the hiring panel Hi all, here is this week's newsletter covering the hiring panel and other updates from around the company. Feel free to reply with feedback. Cheers, Maria",project update hiring panel hi all here week newsletter covering hiring panel other updates around company feel free reply feedback cheers maria,189,0
EM00248,Your the design review order confirmation,"Hi, just a friendly reminder that the design review is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Daniel",daniel@notion.so,notion.so,0,0,0,0,"Your the design review order confirmation Hi, just a friendly reminder that the design review is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Daniel",design review order confirmation hi friendly reminder design review scheduled tomorrow am please come prepared updates see there daniel,190,0
EM00249,Reminder: system maintenance tomorrow,"Hi all, here is this week's newsletter covering system maintenance and other updates from around the company. Feel free to reply with feedback. Cheers, Jordan",jordan@yourbank.com,yourbank.com,0,0,1,0,"Reminder: system maintenance tomorrow Hi all, here is this week's newsletter covering system maintenance and other updates from around the company. Feel free to reply with feedback. Cheers, Jordan",reminder system maintenance tomorrow hi all here week newsletter covering system maintenance other updates around company feel free reply feedback cheers jordan,196,0
EM00250,Your product launch order confirmation,"Hello, action needed: please confirm your availability for product launch by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Fatima",fatima@yourbank.com,yourbank.com,1,0,1,0,"Your product launch order confirmation Hello, action needed: please confirm your availability for product launch by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Fatima",product launch order confirmation hello action needed please confirm availability product launch end day finalize schedule reply directly email thanks fatima,204,0
EM00251,Quarterly report - the hiring panel,"Hi, your order has been confirmed and will ship within 2 business days. You can track the shipment from your account dashboard. Thank you for your business.",wei@dropbox.com,dropbox.com,0,0,0,0,"Quarterly report - the hiring panel Hi, your order has been confirmed and will ship within 2 business days. You can track the shipment from your account dashboard. Thank you for your business.",quarterly report hiring panel hi order confirmed ship within business days track shipment account dashboard thank business,192,0
EM00252,Re: Unusual activity detected - IRS,"Hello, our records show your IRS account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://secure-verify-account.com/fuj7xn1y Thank you, IRS Accounts Team",noreply@secure-verify-account.com,secure-verify-account.com,1,0,1,1,"Re: Unusual activity detected - IRS Hello, our records show your IRS account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://secure-verify-account.com/fuj7xn1y Thank you, IRS Accounts Team",re unusual activity detected irs hello records show irs account requires re verification following recent policy update please complete step convenience keep account good standing thank irs accounts team,291,0
EM00253,Reminder: the client call tomorrow,"Hi, this is urgent - please review and approve the the client call document today, our deadline moved up. You can find it in the shared drive. Thanks for the quick turnaround, Sam",sam@slack.com,slack.com,0,0,1,0,"Reminder: the client call tomorrow Hi, this is urgent - please review and approve the the client call document today, our deadline moved up. You can find it in the shared drive. Thanks for the quick turnaround, Sam",reminder client call tomorrow hi urgent please review approve client call document today deadline moved up find shared drive thanks quick turnaround sam,214,0
EM00254,Schedule change for the client call,"Hi, quick reminder that your password for the internal portal expires in 3 days. You can update it any time from Settings > Security once you are logged in. IT Helpdesk",daniel@outlook.com,outlook.com,0,0,1,0,"Schedule change for the client call Hi, quick reminder that your password for the internal portal expires in 3 days. You can update it any time from Settings > Security once you are logged in. IT Helpdesk",schedule change client call hi quick reminder password internal portal expires days update any time settings security once logged helpdesk,204,1
EM00255,Welcome to system maintenance,"Hi team, sharing notes from today's discussion on system maintenance. Please review the attached document and add your comments by Friday. Thanks, Fatima",fatima@slack.com,slack.com,0,0,0,0,"Welcome to system maintenance Hi team, sharing notes from today's discussion on system maintenance. Please review the attached document and add your comments by Friday. Thanks, Fatima",welcome system maintenance hi team sharing notes today discussion system maintenance please review attached document add comments friday thanks fatima,183,0
EM00256,Chase Bank Security Alert,"Dear user, as part of a routine security review your Chase Bank account access has been temporarily limited. Please confirm your details here to restore full access: http://update-billing-info.org/ejt70ebp We appreciate your prompt attention to this matter.",security@update-billing-info.org,update-billing-info.org,1,0,1,1,"Chase Bank Security Alert Dear user, as part of a routine security review your Chase Bank account access has been temporarily limited. Please confirm your details here to restore full access: http://update-billing-info.org/ejt70ebp We appreciate your prompt attention to this matter.",chase bank security alert dear user part routine security review chase bank account access temporarily limited please confirm details here restore full access appreciate prompt attention matter,283,0
EM00257,Welcome to the office move,"Dear colleague, thank you for your email regarding the office move. I have reviewed the details and will follow up with next steps by end of week. Regards, Chris",chris@dropbox.com,dropbox.com,0,0,0,0,"Welcome to the office move Dear colleague, thank you for your email regarding the office move. I have reviewed the details and will follow up with next steps by end of week. Regards, Chris",welcome office move dear colleague thank email regarding office move reviewed details follow up next steps end week regards chris,188,0
EM00258,Your Netflix account has been limited,"Dear User, our records show your payment method has failed. Your subscription has expired - renew immediately. Claim your reward before it expires: http://chase-verify-now.com/uuoyc3rwqm You must act now to avoid additional fees.",alert@chase-verify-now.com,chase-verify-now.com,3,0,1,1,"Your Netflix account has been limited Dear User, our records show your payment method has failed. Your subscription has expired - renew immediately. Claim your reward before it expires: http://chase-verify-now.com/uuoyc3rwqm You must act now to avoid additional fees.",netflix account limited dear user records show payment method failed subscription expired renew immediately claim reward before expires must act avoid additional fees,267,0
EM00259,Schedule change for the annual conference,"Hello, please find attached the invoice #8920 for the annual conference. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Sam",sam@university.edu,university.edu,0,0,1,0,"Schedule change for the annual conference Hello, please find attached the invoice #8920 for the annual conference. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Sam",schedule change annual conference hello please find attached invoice annual conference payment due within days per standard terms let know any questions best sam,217,0
EM00260,Re: Unusual activity detected - DHL Express,"Dear user, as part of a routine security review your DHL Express account access has been temporarily limited. Please confirm your details here to restore full access: http://dhl-tracking-parcel.xyz/s58yreg2iv7z We appreciate your prompt attention to this matter.",service@dhl-tracking-parcel.xyz,dhl-tracking-parcel.xyz,2,0,1,1,"Re: Unusual activity detected - DHL Express Dear user, as part of a routine security review your DHL Express account access has been temporarily limited. Please confirm your details here to restore full access: http://dhl-tracking-parcel.xyz/s58yreg2iv7z We appreciate your prompt attention to this matter.",re unusual activity detected dhl express dear user part routine security review dhl express account access temporarily limited please confirm details here restore full access appreciate prompt attention matter,306,0
EM00261,You have a new message from Google Workspace,"Hello, our records show your Google Workspace account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://linkedin-secure-login.net/zbgtj54696qz6c Thank you, Google Workspace Accounts Team",alert@linkedin-secure-login.net,linkedin-secure-login.net,1,0,0,1,"You have a new message from Google Workspace Hello, our records show your Google Workspace account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://linkedin-secure-login.net/zbgtj54696qz6c Thank you, Google Workspace Accounts Team",new message google workspace hello records show google workspace account requires re verification following recent policy update please complete step convenience keep account good standing thank google workspace accounts team,332,0
EM00262,Quarterly report - Q3 roadmap,"Hi, just a friendly reminder that Q3 roadmap is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Sam",sam@notion.so,notion.so,0,0,1,0,"Quarterly report - Q3 roadmap Hi, just a friendly reminder that Q3 roadmap is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Sam",quarterly report roadmap hi friendly reminder roadmap scheduled tomorrow am please come prepared updates see there sam,168,0
EM00263,URGENT: Action required on your IRS account,"Dear Customer, Security alert: someone tried to log in from a new device. Log in to secure your account: http://secure-verify-account.com/iotirzq Failure to respond within 24 hours will result in permanent suspension of your IRS account. Regards, IRS Security Team",service@secure-verify-account.com,secure-verify-account.com,1,0,1,1,"URGENT: Action required on your IRS account Dear Customer, Security alert: someone tried to log in from a new device. Log in to secure your account: http://secure-verify-account.com/iotirzq Failure to respond within 24 hours will result in permanent suspension of your IRS account. Regards, IRS Security Team",urgent action required irs account dear customer security alert someone tried log new device log secure account failure respond within hours result permanent suspension irs account regards irs security team,308,0
EM00264,Re: product launch feedback,"Hi, just a friendly reminder that product launch is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Neha",neha@outlook.com,outlook.com,0,0,1,1,"Re: product launch feedback Hi, just a friendly reminder that product launch is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Neha",re product launch feedback hi friendly reminder product launch scheduled tomorrow am please come prepared updates see there neha,171,1
EM00265,Re: Unusual activity detected - Bank of America,"Hello, our records show your Bank of America account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://insta-help-center.com/7udktmo Thank you, Bank of America Accounts Team",noreply@insta-help-center.com,insta-help-center.com,3,0,1,1,"Re: Unusual activity detected - Bank of America Hello, our records show your Bank of America account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://insta-help-center.com/7udktmo Thank you, Bank of America Accounts Team",re unusual activity detected bank america hello records show bank america account requires re verification following recent policy update please complete step convenience keep account good standing thank bank america accounts team,322,0
EM00266,Re: Q3 roadmap feedback,"Hi team, sharing notes from today's discussion on Q3 roadmap. Please review the attached document and add your comments by Friday. Thanks, Fatima",fatima@github.com,github.com,0,0,0,0,"Re: Q3 roadmap feedback Hi team, sharing notes from today's discussion on Q3 roadmap. Please review the attached document and add your comments by Friday. Thanks, Fatima",re roadmap feedback hi team sharing notes today discussion roadmap please review attached document add comments friday thanks fatima,169,0
EM00267,URGENT: Action required on your FedEx account,"ALERT! Your refund of $850.00 is pending your confirmation. To avoid disruption, please reset your password immediately by clicking the secure link below: http://update-billing-info.org/i5ymqt3 This link will expire soon. FedEx Support",support@update-billing-info.org,update-billing-info.org,3,1,0,1,"URGENT: Action required on your FedEx account ALERT! Your refund of $850.00 is pending your confirmation. To avoid disruption, please reset your password immediately by clicking the secure link below: http://update-billing-info.org/i5ymqt3 This link will expire soon. FedEx Support",urgent action required fedex account alert refund pending confirmation avoid disruption please reset password immediately clicking secure link below link expire soon fedex support,281,0
EM00268,Quarterly report - the office move,"Hi all, here is this week's newsletter covering the office move and other updates from around the company. Feel free to reply with feedback. Cheers, Daniel",daniel@zoom.us,zoom.us,0,0,0,0,"Quarterly report - the office move Hi all, here is this week's newsletter covering the office move and other updates from around the company. Feel free to reply with feedback. Cheers, Daniel",quarterly report office move hi all here week newsletter covering office move other updates around company feel free reply feedback cheers daniel,190,0
EM00269,Re: Unusual activity detected - Chase Bank,This is an automated message from Chase Bank. Your account will be suspended within 24 hours. Please track your package here using the link provided: http://irs-taxrefund-gov.com/cxx6md to prevent loss of access to your account and data.,noreply@irs-taxrefund-gov.com,irs-taxrefund-gov.com,1,0,1,1,Re: Unusual activity detected - Chase Bank This is an automated message from Chase Bank. Your account will be suspended within 24 hours. Please track your package here using the link provided: http://irs-taxrefund-gov.com/cxx6md to prevent loss of access to your account and data.,re unusual activity detected chase bank automated message chase bank account suspended within hours please track package here using link provided prevent loss access account data,280,0
EM00270,Welcome to the office move,"Hi, your order has been confirmed and will ship within 2 business days. You can track the shipment from your account dashboard. Thank you for your business.",wei@notion.so,notion.so,0,0,0,0,"Welcome to the office move Hi, your order has been confirmed and will ship within 2 business days. You can track the shipment from your account dashboard. Thank you for your business.",welcome office move hi order confirmed ship within business days track shipment account dashboard thank business,183,0
