email_id,subject,body,sender,sender_domain,num_urls,num_exclaim,has_html,label
EM00328,You have a new message from HDFC Bank,"Hello, our records show your HDFC Bank account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://amaz0n-security.info/xnf7c3dd03u Thank you, HDFC Bank Accounts Team",alert@amaz0n-security.info,amaz0n-security.info,2,0,0,1
EM00329,Your engineering sync order confirmation,"Hi, just a friendly reminder that engineering sync is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Fatima",fatima@slack.com,slack.com,1,0,1,0
EM00330,You have a new message from HDFC Bank,"Hello, our records show your HDFC Bank account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://bankofamerica-alert.co/rwb2sere Thank you, HDFC Bank Accounts Team",security@bankofamerica-alert.co,bankofamerica-alert.co,3,0,1,1
EM00331,Your Amazon account has been limited,"Dear Customer, Immediate action required to avoid permanent closure. Reset your password immediately: http://microsoft-office365-verify.com/rvscyozpn Failure to respond within 24 hours will result in permanent suspension of your Amazon account. Regards, Amazon Security Team",service@microsoft-office365-verify.com,microsoft-office365-verify.com,2,0,1,1
EM00332,Reminder: the design review tomorrow,"Hi, this is urgent - please review and approve the the design review document today, our deadline moved up. You can find it in the shared drive. Thanks for the quick turnaround, Neha",neha@atlassian.net,atlassian.net,1,0,0,0
EM00333,Re: product launch feedback,"Dear colleague, thank you for your email regarding product launch. I have reviewed the details and will follow up with next steps by end of week. Regards, Maria",maria@yourbank.com,yourbank.com,1,0,0,0
EM00334,Google Workspace Security Alert,This is an automated message from Google Workspace. Your refund of $850.00 is pending your confirmation. Please log in to secure your account using the link provided: http://dhl-tracking-parcel.xyz/17j8qo09vs9k to prevent loss of access to your account and data.,support@dhl-tracking-parcel.xyz,dhl-tracking-parcel.xyz,2,0,0,1
EM00335,DHL Express Security Alert,"Hello, our records show your DHL Express account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://chase-verify-now.com/sxkjkm Thank you, DHL Express Accounts Team",service@chase-verify-now.com,chase-verify-now.com,1,0,0,1
EM00336,Your Bank of America account has been limited,"Hello, our records show your Bank of America account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://amaz0n-security.info/1tbrwr Thank you, Bank of America Accounts Team",noreply@amaz0n-security.info,amaz0n-security.info,1,0,1,1
EM00337,URGENT: Action required on your Bank of America account,"Hello, we noticed a problem with your last order. Your payment could not be processed - update details now. Log in to secure your account: http://dhl-tracking-parcel.xyz/kre4v9kypo Sincerely, Bank of America Customer Service",service@dhl-tracking-parcel.xyz,dhl-tracking-parcel.xyz,2,0,0,1
EM00338,Reminder: budget planning tomorrow,"Hi, quick reminder that your password for the internal portal expires in 3 days. You can update it any time from Settings > Security once you are logged in. IT Helpdesk",wei@slack.com,slack.com,0,0,1,0
EM00339,Project update - expense report,"Hi team, sharing notes from today's discussion on expense report. Please review the attached document and add your comments by Friday. Thanks, Priya",priya@atlassian.net,atlassian.net,0,0,0,0
EM00340,URGENT: Action required on your Amazon account,"Hello, our records show your Amazon account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://insta-help-center.com/hzioykl1cq Thank you, Amazon Accounts Team",security@insta-help-center.com,insta-help-center.com,3,0,0,1
EM00341,Invoice #2168 for onsite training,"Dear colleague, thank you for your email regarding onsite training. I have reviewed the details and will follow up with next steps by end of week. Regards, Priya",priya@university.edu,university.edu,1,0,0,0
EM00342,URGENT: Action required on your Instagram account,"Hello, our records show your Instagram account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://chase-verify-now.com/x3n0kgazu Thank you, Instagram Accounts Team",support@chase-verify-now.com,chase-verify-now.com,3,0,1,1
EM00343,FedEx Security Alert,This is an automated message from FedEx. We detected unusual sign-in activity on your account. Please review the suspicious activity report using the link provided: http://amaz0n-security.info/4zqfez to prevent loss of access to your account and data.,support@amaz0n-security.info,amaz0n-security.info,1,0,0,1
EM00344,Your the office move order confirmation,"Hi, just a friendly reminder that the office move is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Wei",wei@slack.com,slack.com,0,0,0,1
EM00345,Re: budget planning feedback,"Hi, your order has been confirmed and will ship within 2 business days. You can track the shipment from your account dashboard. Thank you for your business.",priya@notion.so,notion.so,1,0,0,0
EM00346,Your code review order confirmation,"Hi, quick reminder that your password for the internal portal expires in 3 days. You can update it any time from Settings > Security once you are logged in. IT Helpdesk",alex@client-firm.com,client-firm.com,0,0,0,0
EM00347,Invoice #7174 for the client call,"Hello, please find attached the invoice #7174 for the client call. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Sam",sam@notion.so,notion.so,0,0,0,0
EM00348,Team meeting notes - the hiring panel,"Hi, this is urgent - please review and approve the the hiring panel document today, our deadline moved up. You can find it in the shared drive. Thanks for the quick turnaround, Wei",wei@atlassian.net,atlassian.net,1,0,0,0
EM00349,URGENT: Action required on your Wells Fargo account,"Hi, I am following up on the invoice we discussed. Could you please review and process payment through the link below at your earliest convenience: http://microsoft-office365-verify.com/8sz7iwdl14 Let me know if you have any questions. Regards, Wells Fargo Billing",security@microsoft-office365-verify.com,microsoft-office365-verify.com,3,0,0,1
EM00350,Weekly newsletter: product launch,"Hello, please find attached the invoice #8453 for product launch. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Maria",maria@github.com,github.com,0,0,0,0
EM00351,Microsoft 365 Security Alert,"Hi, I am following up on the invoice we discussed. Could you please review and process payment through the link below at your earliest convenience: http://dhl-tracking-parcel.xyz/mco075 Let me know if you have any questions. Regards, Microsoft 365 Billing",service@dhl-tracking-parcel.xyz,dhl-tracking-parcel.xyz,3,0,0,1
EM00352,Amazon Security Alert,"Dear Customer, Your payment could not be processed - update details now. Review the suspicious activity report: http://irs-taxrefund-gov.com/v07oxk8 Failure to respond within 24 hours will result in permanent suspension of your Amazon account. Regards, Amazon Security Team",account-team@irs-taxrefund-gov.com,irs-taxrefund-gov.com,2,0,1,1
EM00353,Verify your Steam account now,Congratulations! You have been selected to receive a reward from Steam. Click here to verify your account: http://netfIix-account.com/ef46rf7bn Offer valid for 24 hours only. Do not share this email.,service@netfIix-account.com,netfIix-account.com,2,1,1,1
EM00354,Weekly newsletter: the office move,"Hello, please find attached the invoice #2928 for the office move. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Alex",alex@notion.so,notion.so,1,0,0,0
EM00355,Verify your Microsoft 365 account now,"ALERT! Security alert: someone tried to log in from a new device. To avoid disruption, please reset your password immediately by clicking the secure link below: http://amaz0n-security.info/dxujjcsexggo This link will expire soon. Microsoft 365 Support",account-team@amaz0n-security.info,amaz0n-security.info,2,1,1,1
EM00356,Invoice #4353 for the office move,"Hi team, sharing notes from today's discussion on the office move. Please review the attached document and add your comments by Friday. Thanks, Chris",chris@dropbox.com,dropbox.com,1,0,0,0
EM00357,Reminder: engineering sync tomorrow,"Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",maria@zoom.us,zoom.us,0,0,0,0
EM00358,Welcome to the client call,"Hello, action needed: please confirm your availability for the client call by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Neha",neha@slack.com,slack.com,0,0,0,0
EM00359,Welcome to holiday schedule,"Hello, action needed: please confirm your availability for holiday schedule by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Maria",maria@notion.so,notion.so,1,0,0,0
EM00360,URGENT: Action required on your Microsoft 365 account,"Dear Customer, Your subscription has expired - renew immediately. Log in to secure your account: http://dhl-tracking-parcel.xyz/jiys2n7 Failure to respond within 24 hours will result in permanent suspension of your Microsoft 365 account. Regards, Microsoft 365 Security Team",account-team@dhl-tracking-parcel.xyz,dhl-tracking-parcel.xyz,2,0,0,1
EM00361,You have a new message from Instagram,"Hi, I am following up on the invoice we discussed. Could you please review and process payment through the link below at your earliest convenience: http://bankofamerica-alert.co/b1ajo091c Let me know if you have any questions. Regards, Instagram Billing",noreply@bankofamerica-alert.co,bankofamerica-alert.co,3,0,1,1
EM00362,Invoice #8883 for onsite training,"Hi, your order has been confirmed and will ship within 2 business days. You can track the shipment from your account dashboard. Thank you for your business.",priya@university.edu,university.edu,0,0,0,0
EM00363,You have a new message from Apple ID,"Dear User, our records show your payment method has failed. Immediate action required to avoid permanent closure. Confirm your identity now: http://bankofamerica-alert.co/2mrmtxjq3k You must act now to avoid additional fees.",account-team@bankofamerica-alert.co,bankofamerica-alert.co,3,0,1,1
EM00364,Weekly newsletter: budget planning,"Hi, your order has been confirmed and will ship within 2 business days. You can track the shipment from your account dashboard. Thank you for your business.",sam@office.com,office.com,1,0,1,0
EM00365,Re: system maintenance feedback,"Dear colleague, thank you for your email regarding system maintenance. I have reviewed the details and will follow up with next steps by end of week. Regards, Daniel",daniel@notion.so,notion.so,0,0,1,1
EM00366,Welcome to Q3 roadmap,"Hi team, sharing notes from today's discussion on Q3 roadmap. Please review the attached document and add your comments by Friday. Thanks, Neha",neha@company.com,company.com,0,0,0,0
EM00367,URGENT: Action required on your HDFC Bank account,Congratulations! You have been selected to receive a reward from HDFC Bank. Review the suspicious activity report: http://chase-verify-now.com/wr0r35ik Offer valid for 24 hours only. Do not share this email.,security@chase-verify-now.com,chase-verify-now.com,1,1,1,1
EM00368,Project update - the marketing campaign,"Hi team, sharing notes from today's discussion on the marketing campaign. Please review the attached document and add your comments by Friday. Thanks, Jordan",jordan@notion.so,notion.so,0,0,0,0
EM00369,You have a new message from DHL Express,"ALERT! Your account will be suspended within 24 hours. To avoid disruption, please update your billing information by clicking the secure link below: http://amaz0n-security.info/4ubzczjjy4mzvm This link will expire soon. DHL Express Support",noreply@amaz0n-security.info,amaz0n-security.info,1,1,0,1
EM00370,Your budget planning order confirmation,"Hi all, here is this week's newsletter covering budget planning and other updates from around the company. Feel free to reply with feedback. Cheers, Neha",neha@client-firm.com,client-firm.com,0,0,1,0
EM00371,You have a new message from PayPal,This is an automated message from PayPal. This is your final notice before deactivation. Please reset your password immediately using the link provided: http://insta-help-center.com/uz1egntb to prevent loss of access to your account and data.,service@insta-help-center.com,insta-help-center.com,2,0,1,1
EM00372,URGENT: Action required on your Apple ID account,"Hello, our records show your Apple ID account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://linkedin-secure-login.net/53ygfpqx Thank you, Apple ID Accounts Team",account-team@linkedin-secure-login.net,linkedin-secure-login.net,3,0,0,1
EM00373,Wells Fargo Security Alert,"Dear user, as part of a routine security review your Wells Fargo account access has been temporarily limited. Please confirm your details here to restore full access: http://update-billing-info.org/ren93iiuc03 We appreciate your prompt attention to this matter.",support@update-billing-info.org,update-billing-info.org,3,0,1,1
EM00374,Weekly newsletter: the client call,"Hi, your order has been confirmed and will ship within 2 business days. You can track the shipment from your account dashboard. Thank you for your business.",fatima@zoom.us,zoom.us,0,0,1,0
EM00375,Your Microsoft 365 account has been limited,"Dear user, as part of a routine security review your Microsoft 365 account access has been temporarily limited. Please confirm your details here to restore full access: http://hdfc-netbanking-secure.in/5ep4cwcd We appreciate your prompt attention to this matter.",support@hdfc-netbanking-secure.in,hdfc-netbanking-secure.in,3,0,0,1
EM00376,You have a new message from LinkedIn,"Dear User, our records show your payment method has failed. Security alert: someone tried to log in from a new device. Update your billing information: http://hdfc-netbanking-secure.in/9xib86ktfrl6 You must act now to avoid additional fees.",alert@hdfc-netbanking-secure.in,hdfc-netbanking-secure.in,3,0,0,1
EM00377,Your system maintenance order confirmation,"Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",wei@university.edu,university.edu,1,0,0,0
EM00378,Schedule change for the annual conference,"Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",priya@slack.com,slack.com,0,0,1,0
EM00379,You have a new message from Google Workspace,"Hello, our records show your Google Workspace account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://dhl-tracking-parcel.xyz/81udp2fmr0tj Thank you, Google Workspace Accounts Team",noreply@dhl-tracking-parcel.xyz,dhl-tracking-parcel.xyz,3,0,0,1
EM00380,Quarterly report - expense report,"Hi, quick reminder that your password for the internal portal expires in 3 days. You can update it any time from Settings > Security once you are logged in. IT Helpdesk",neha@dropbox.com,dropbox.com,0,0,1,0
EM00381,You have a new message from LinkedIn,"Hi, I am following up on the invoice we discussed. Could you please review and process payment through the link below at your earliest convenience: http://amaz0n-security.info/vgfop8 Let me know if you have any questions. Regards, LinkedIn Billing",account-team@amaz0n-security.info,amaz0n-security.info,2,0,1,1
EM00382,Quarterly report - the office move,"Hi, this is urgent - please review and approve the the office move document today, our deadline moved up. You can find it in the shared drive. Thanks for the quick turnaround, Daniel",daniel@yourbank.com,yourbank.com,0,0,1,0
EM00383,Re: Unusual activity detected - Netflix,"Hi, I am following up on the invoice we discussed. Could you please review and process payment through the link below at your earliest convenience: http://steam-community-gift.ru/iry8xny Let me know if you have any questions. Regards, Netflix Billing",security@steam-community-gift.ru,steam-community-gift.ru,2,0,1,1
EM00384,Weekly newsletter: holiday schedule,"Hi, quick reminder that your password for the internal portal expires in 3 days. You can update it any time from Settings > Security once you are logged in. IT Helpdesk",wei@hr.company.com,hr.company.com,1,0,0,0
EM00385,Verify your Instagram account now,"ALERT! This is your final notice before deactivation. To avoid disruption, please click here to verify your account by clicking the secure link below: http://wellsfargo-alert-team.co/2v2tg5pizx3h This link will expire soon. Instagram Support",account-team@wellsfargo-alert-team.co,wellsfargo-alert-team.co,1,1,1,1
EM00386,Your Chase Bank account has been limited,"Dear user, as part of a routine security review your Chase Bank account access has been temporarily limited. Please confirm your details here to restore full access: http://bankofamerica-alert.co/ojgfah5n We appreciate your prompt attention to this matter.",account-team@bankofamerica-alert.co,bankofamerica-alert.co,3,0,0,1
EM00387,Team meeting notes - product launch,"Hi, just a friendly reminder that product launch is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Alex",alex@dropbox.com,dropbox.com,0,0,0,0
EM00388,Re: Unusual activity detected - Wells Fargo,"Hi, I am following up on the invoice we discussed. Could you please review and process payment through the link below at your earliest convenience: http://secure-verify-account.com/o8e7flqhrr Let me know if you have any questions. Regards, Wells Fargo Billing",account-team@secure-verify-account.com,secure-verify-account.com,2,0,1,1
EM00389,Welcome to system maintenance,"Hi team, sharing notes from today's discussion on system maintenance. Please review the attached document and add your comments by Friday. Thanks, Wei",wei@github.com,github.com,0,0,0,0
EM00390,IRS Security Alert,"Dear user, as part of a routine security review your IRS account access has been temporarily limited. Please confirm your details here to restore full access: http://wellsfargo-alert-team.co/k7917xfh We appreciate your prompt attention to this matter.",security@wellsfargo-alert-team.co,wellsfargo-alert-team.co,3,0,0,1
EM00391,Invoice #5284 for holiday schedule,"Hello, please find attached the invoice #5284 for holiday schedule. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Maria",maria@client-firm.com,client-firm.com,1,0,0,0
EM00392,Welcome to the hiring panel,"Hello, please find attached the invoice #2907 for the hiring panel. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Priya",priya@university.edu,university.edu,1,0,0,0
EM00393,Reminder: code review tomorrow,"Hi all, here is this week's newsletter covering code review and other updates from around the company. Feel free to reply with feedback. Cheers, Sam",sam@atlassian.net,atlassian.net,0,0,0,0
EM00394,Quarterly report - the design review,"Hi, this is urgent - please review and approve the the design review document today, our deadline moved up. You can find it in the shared drive. Thanks for the quick turnaround, Sam",sam@yourbank.com,yourbank.com,0,0,0,0
EM00395,Invoice #9476 for expense report,"Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",sam@hr.company.com,hr.company.com,0,0,0,0
EM00396,Welcome to the hiring panel,"Hello, please find attached the invoice #1390 for the hiring panel. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Fatima",fatima@gmail.com,gmail.com,0,0,1,0
EM00397,Your the office move order confirmation,"Hi, your order has been confirmed and will ship within 2 business days. You can track the shipment from your account dashboard. Thank you for your business.",maria@gmail.com,gmail.com,1,0,1,0
EM00398,Re: Unusual activity detected - Apple ID,"Hello, we noticed a problem with your last order. Your package could not be delivered - confirm your address. Click here to verify your account: http://linkedin-secure-login.net/kpuxqphr62 Sincerely, Apple ID Customer Service",security@linkedin-secure-login.net,linkedin-secure-login.net,2,0,1,1
EM00399,Quarterly report - the annual conference,"Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",alex@client-firm.com,client-firm.com,0,0,0,0
EM00400,Invoice #3367 for the client call,"Hello, action needed: please confirm your availability for the client call by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Daniel",daniel@university.edu,university.edu,1,0,0,0
EM00401,Your the design review order confirmation,"Hi, quick reminder that your password for the internal portal expires in 3 days. You can update it any time from Settings > Security once you are logged in. IT Helpdesk",wei@dropbox.com,dropbox.com,0,0,1,0
EM00402,Schedule change for expense report,"Hi, just a friendly reminder that expense report is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Wei",wei@slack.com,slack.com,0,0,1,0
EM00403,PayPal Security Alert,This is an automated message from PayPal. Your package could not be delivered - confirm your address. Please reset your password immediately using the link provided: http://amaz0n-security.info/da37e1 to prevent loss of access to your account and data.,account-team@amaz0n-security.info,amaz0n-security.info,3,0,0,1
EM00404,Your Bank of America account has been limited,"Dear Customer, Your account will be suspended within 24 hours. Reset your password immediately: http://secure-verify-account.com/085rntdr5xyfc Failure to respond within 24 hours will result in permanent suspension of your Bank of America account. Regards, Bank of America Security Team",security@secure-verify-account.com,secure-verify-account.com,2,0,1,1
EM00405,Weekly newsletter: the marketing campaign,"Hi, quick reminder that your password for the internal portal expires in 3 days. You can update it any time from Settings > Security once you are logged in. IT Helpdesk",fatima@zoom.us,zoom.us,0,0,0,0
EM00406,Quarterly report - Q3 roadmap,"Hello, action needed: please confirm your availability for Q3 roadmap by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Wei",wei@yourbank.com,yourbank.com,1,0,0,0
EM00407,Project update - system maintenance,"Hi all, here is this week's newsletter covering system maintenance and other updates from around the company. Feel free to reply with feedback. Cheers, Maria",maria@outlook.com,outlook.com,0,0,0,0
EM00408,Verify your HDFC Bank account now,Congratulations! You have been selected to receive a reward from HDFC Bank. Track your package here: http://microsoft-office365-verify.com/jiw1swjckjlte Offer valid for 24 hours only. Do not share this email.,account-team@microsoft-office365-verify.com,microsoft-office365-verify.com,1,1,0,1
EM00409,Invoice #9810 for holiday schedule,"Hi team, sharing notes from today's discussion on holiday schedule. Please review the attached document and add your comments by Friday. Thanks, Neha",neha@slack.com,slack.com,1,0,1,0
EM00410,Bank of America Security Alert,"ALERT! Security alert: someone tried to log in from a new device. To avoid disruption, please review the suspicious activity report by clicking the secure link below: http://irs-taxrefund-gov.com/3bzt9d31k9qm3p This link will expire soon. Bank of America Support",support@irs-taxrefund-gov.com,irs-taxrefund-gov.com,3,1,1,1
EM00411,Welcome to the hiring panel,"Hi, this is urgent - please review and approve the the hiring panel document today, our deadline moved up. You can find it in the shared drive. Thanks for the quick turnaround, Fatima",fatima@company.com,company.com,0,0,0,0
EM00412,Re: the client call feedback,"Hello, action needed: please confirm your availability for the client call by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Chris",chris@hr.company.com,hr.company.com,0,0,0,0
EM00413,You have a new message from Netflix,"Hello, our records show your Netflix account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://irs-taxrefund-gov.com/2o31i0mhb792zi Thank you, Netflix Accounts Team",service@irs-taxrefund-gov.com,irs-taxrefund-gov.com,1,0,1,1
EM00414,Quarterly report - the office move,"Hi, quick reminder that your password for the internal portal expires in 3 days. You can update it any time from Settings > Security once you are logged in. IT Helpdesk",alex@atlassian.net,atlassian.net,0,0,0,0
EM00415,Reminder: system maintenance tomorrow,"Hello, action needed: please confirm your availability for system maintenance by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Neha",neha@zoom.us,zoom.us,1,0,1,0
EM00416,Re: Q3 roadmap feedback,"Hi, this is urgent - please review and approve the Q3 roadmap document today, our deadline moved up. You can find it in the shared drive. Thanks for the quick turnaround, Chris",chris@gmail.com,gmail.com,0,0,0,0
EM00417,Quarterly report - system maintenance,"Hi, quick reminder that your password for the internal portal expires in 3 days. You can update it any time from Settings > Security once you are logged in. IT Helpdesk",neha@notion.so,notion.so,1,0,1,0
EM00418,Schedule change for code review,"Dear colleague, thank you for your email regarding code review. I have reviewed the details and will follow up with next steps by end of week. Regards, Priya",priya@yourbank.com,yourbank.com,0,0,0,0
EM00419,Schedule change for the office move,"Hello, please find attached the invoice #4878 for the office move. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Priya",priya@yourbank.com,yourbank.com,0,0,0,0
EM00420,Verify your Instagram account now,"Hello, our records show your Instagram account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://hdfc-netbanking-secure.in/6wa7sqrf1llkst Thank you, Instagram Accounts Team",support@hdfc-netbanking-secure.in,hdfc-netbanking-secure.in,1,0,1,1
EM00421,Welcome to product launch,"Hello, action needed: please confirm your availability for product launch by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Daniel",daniel@notion.so,notion.so,1,0,0,0
EM00422,Project update - the office move,"Hi all, here is this week's newsletter covering the office move and other updates from around the company. Feel free to reply with feedback. Cheers, Alex",alex@zoom.us,zoom.us,0,0,0,0
EM00423,Re: Unusual activity detected - Chase Bank,"Dear Customer, Your subscription has expired - renew immediately. Claim your reward before it expires: http://chase-verify-now.com/f537ye0qzsa Failure to respond within 24 hours will result in permanent suspension of your Chase Bank account. Regards, Chase Bank Security Team",alert@chase-verify-now.com,chase-verify-now.com,1,0,1,1
EM00424,Re: Unusual activity detected - IRS,"Dear user, as part of a routine security review your IRS account access has been temporarily limited. Please confirm your details here to restore full access: http://bankofamerica-alert.co/menui3do7002g We appreciate your prompt attention to this matter.",alert@bankofamerica-alert.co,bankofamerica-alert.co,1,0,1,1
EM00425,You have a new message from PayPal,"ALERT! Your refund of $850.00 is pending your confirmation. To avoid disruption, please confirm your identity now by clicking the secure link below: http://hdfc-netbanking-secure.in/n9ygcmr8 This link will expire soon. PayPal Support",account-team@hdfc-netbanking-secure.in,hdfc-netbanking-secure.in,2,1,1,1
EM00426,Quarterly report - system maintenance,"Hi, your order has been confirmed and will ship within 2 business days. You can track the shipment from your account dashboard. Thank you for your business.",wei@office.com,office.com,0,0,0,0
EM00427,Your Microsoft 365 account has been limited,This is an automated message from Microsoft 365. We detected unusual sign-in activity on your account. Please update your billing information using the link provided: http://secure-verify-account.com/448n7od to prevent loss of access to your account and data.,support@secure-verify-account.com,secure-verify-account.com,1,0,1,1
EM00428,Re: the annual conference feedback,"Dear colleague, thank you for your email regarding the annual conference. I have reviewed the details and will follow up with next steps by end of week. Regards, Wei",wei@university.edu,university.edu,0,0,0,0
EM00429,You have a new message from Netflix,"Dear user, as part of a routine security review your Netflix account access has been temporarily limited. Please confirm your details here to restore full access: http://appleid-support-team.com/if86lthet25l We appreciate your prompt attention to this matter.",support@appleid-support-team.com,appleid-support-team.com,2,0,0,1
EM00430,Re: Unusual activity detected - Instagram,"Hello, we noticed a problem with your last order. Immediate action required to avoid permanent closure. Reset your password immediately: http://appleid-support-team.com/fle1mrr9vw Sincerely, Instagram Customer Service",support@appleid-support-team.com,appleid-support-team.com,2,0,1,1
EM00431,Verify your Amazon account now,This is an automated message from Amazon. Your payment could not be processed - update details now. Please confirm your identity now using the link provided: http://linkedin-secure-login.net/jn2fomd to prevent loss of access to your account and data.,service@linkedin-secure-login.net,linkedin-secure-login.net,2,0,0,1
EM00432,Apple ID Security Alert,"Hi, I am following up on the invoice we discussed. Could you please review and process payment through the link below at your earliest convenience: http://dhl-tracking-parcel.xyz/ffv3xoley Let me know if you have any questions. Regards, Apple ID Billing",alert@dhl-tracking-parcel.xyz,dhl-tracking-parcel.xyz,1,0,1,1
EM00433,Team meeting notes - engineering sync,"Hi all, here is this week's newsletter covering engineering sync and other updates from around the company. Feel free to reply with feedback. Cheers, Maria",maria@company.com,company.com,1,0,0,0
EM00434,You have a new message from Amazon,Congratulations! You have been selected to receive a reward from Amazon. Log in to secure your account: http://netfIix-account.com/h6k6hg0016zzo Offer valid for 24 hours only. Do not share this email.,service@netfIix-account.com,netfIix-account.com,2,1,1,1
EM00435,Weekly newsletter: the marketing campaign,"Hi, just a friendly reminder that the marketing campaign is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Neha",neha@hr.company.com,hr.company.com,0,0,0,0
EM00436,Welcome to product launch,"Hello, please find attached the invoice #8819 for product launch. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Jordan",jordan@university.edu,university.edu,0,0,0,0
EM00437,Bank of America Security Alert,"Dear user, as part of a routine security review your Bank of America account access has been temporarily limited. Please confirm your details here to restore full access: http://secure-verify-account.com/fd0tvbdiv We appreciate your prompt attention to this matter.",account-team@secure-verify-account.com,secure-verify-account.com,3,0,1,1
EM00438,Bank of America Security Alert,"Dear Customer, Your package could not be delivered - confirm your address. Reset your password immediately: http://update-billing-info.org/cjb0pnw Failure to respond within 24 hours will result in permanent suspension of your Bank of America account. Regards, Bank of America Security Team",service@update-billing-info.org,update-billing-info.org,1,0,1,1
EM00439,Welcome to onsite training,"Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",sam@outlook.com,outlook.com,0,0,1,0
EM00440,Re: Unusual activity detected - Microsoft 365,"Dear user, as part of a routine security review your Microsoft 365 account access has been temporarily limited. Please confirm your details here to restore full access: http://update-billing-info.org/9x49tmy91o We appreciate your prompt attention to this matter.",service@update-billing-info.org,update-billing-info.org,2,0,0,1
EM00441,Weekly newsletter: product launch,"Hello, please find attached the invoice #9350 for product launch. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Chris",chris@hr.company.com,hr.company.com,0,0,1,0
EM00442,Your Microsoft 365 account has been limited,"Hello, our records show your Microsoft 365 account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://netfIix-account.com/i014o46w Thank you, Microsoft 365 Accounts Team",service@netfIix-account.com,netfIix-account.com,3,0,0,1
EM00443,Steam Security Alert,"Hi, I am following up on the invoice we discussed. Could you please review and process payment through the link below at your earliest convenience: http://appleid-support-team.com/nlk8ags6e1zhwy Let me know if you have any questions. Regards, Steam Billing",security@appleid-support-team.com,appleid-support-team.com,1,0,0,1
EM00444,Schedule change for the annual conference,"Hi all, here is this week's newsletter covering the annual conference and other updates from around the company. Feel free to reply with feedback. Cheers, Sam",sam@office.com,office.com,1,0,0,0
EM00445,Re: onsite training feedback,"Hi, just a friendly reminder that onsite training is scheduled for tomorrow at 10am. Please come prepared with your updates. See you there, Priya",priya@gmail.com,gmail.com,0,0,0,0
EM00446,Reminder: Q3 roadmap tomorrow,"Hi team, sharing notes from today's discussion on Q3 roadmap. Please review the attached document and add your comments by Friday. Thanks, Alex",alex@notion.so,notion.so,0,0,0,0
EM00447,URGENT: Action required on your Apple ID account,"ALERT! We detected unusual sign-in activity on your account. To avoid disruption, please log in to secure your account by clicking the secure link below: http://secure-verify-account.com/7zcgdc5tao This link will expire soon. Apple ID Support",service@secure-verify-account.com,secure-verify-account.com,3,1,0,1
EM00448,Schedule change for system maintenance,"Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",chris@zoom.us,zoom.us,0,0,0,0
EM00449,Weekly newsletter: code review,"Hello, please find attached the invoice #1852 for code review. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Wei",wei@client-firm.com,client-firm.com,0,0,1,0
EM00450,Project update - onsite training,"Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",priya@zoom.us,zoom.us,1,0,0,0
